Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3,Original_Composition_Formula
2562,SS,Nb0.97Cr0.03,0.9,47.2,77.0,0.45,"Esayed, 2000",1419.0,,,,Nb.97Cr.03
2563,SS,Nb0.994Ge0.006,92.1,-12.5,40.0,3.4,"Reilly, 1972",314.0,,,,Nb.994Ge.006
2569,SS,Cu0.2Ni0.8,0.45,5.1,25.0,3800.0,"Baranowski, 1985",546.0,,,,Ni.8Cu.2
2570,SS,Fe0.057Ni0.943,1.4,-12.5,25.0,5500.0,"Filipek, 1981",478.0,,,,Ni.943Fe.057
2571,SS,Fe0.021Ni0.979,1.6,-4.2,25.0,4000.0,"Filipek, 1981",478.0,,,,Ni.979Fe.021
2575,SS,Pd0.75Rh0.25,0.8,25.4,0.0,5.0,"Noh, 1993",867.0,,,,Pd.75Rh.25
2576,SS,Ag0.3Pd0.7,0.3,46.0,50.0,0.002,"Brodowsky, 1965",527.0,,,,Pd.7Ag.3
2577,SS,Pd0.7Rh0.3,0.9,-34.5,25.0,35.0,"Baranowski, 1973",464.0,,,,Pd.7Rh.3
2578,SS,Ni0.1Pd0.825Rh0.075,0.7,21.4,30.0,6.3,"Sakamoto, 1995",603.0,,,,Pd.825Ni.1Rh.075
2579,SS,Ni0.15Pd0.85,0.5,-42.5,50.0,7.2,"Flanagan, 1995",616.0,,,,Pd.85Ni.15
2580,SS,Ni0.15Pd0.85,0.5,-10.5,50.0,6.8,"Flanagan, 1998",862.0,,,,Pd.85Ni.15
2581,SS,Pd0.85Pt0.075Rh0.075,0.4,-34.2,0.0,0.8,"Sakamoto, 1997",661.0,,,,Pd.85Pt.075Rh.075
2582,SS,Pd0.85Rh0.15,0.4,-12.5,50.0,7.3,"Flanagan, 1999",1403.0,,,,Pd.85Rh.15
2583,SS,Pd0.85Rh0.15,0.7,31.0,50.0,2.7,"Noh, 1993",867.0,,,,Pd.85Rh.15
2585,SS,Pd0.88Pt0.06Rh0.06,0.5,24.8,0.0,0.3,"Sakamoto, 1997",661.0,,,,Pd.88Pt.06Rh.06
2586,SS,Ag0.2Pd0.8,0.4,-12.5,50.0,0.004,"Brodowsky, 1965",527.0,,,,Pd.8Ag.2
2587,SS,Pd0.8Rh0.2,0.8,-21.5,30.0,4.6,"Flanagan, 1995",616.0,,,,Pd.8Rh.2
2588,SS,Pd0.8Rh0.2,0.8,28.4,30.0,4.8,"Noh, 1993",867.0,,,,Pd.8Rh.2
2589,SS,Pd0.8Rh0.2,0.8,-8.5,30.0,4.6,"Flanagan, 1999",1403.0,,,,Pd.8Rh.2
2590,SS,Ag0.099Pd0.901,0.6,-23.5,25.0,0.01,"Fazle Kibria, 1999",1416.0,,Deuterium,,Pd.901Ag.099
2591,SS,Ag0.1Pd0.9,0.6,-15.8,25.0,0.002,"Fazle Kibria, 2000",1420.0,,,,Pd.90Ag.10
2592,SS,Pd0.9Pt0.1,0.3,30.7,80.0,3.0,"Yasumatsu, 1999",1406.0,,,,Pd.90Pt.10
2593,SS,Ni0.05Pd0.9Rh0.05,0.6,-12.5,50.0,0.75,"Flangan, 2000",1408.0,,,,Pd.90Rh.05Ni.05
2594,SS,Pd0.9Rh0.1,0.8,-15.8,50.0,0.7,"Fazle Kibria, 1999",1417.0,,,,Pd.90Rh.10
2596,SS,Co0.09Pd0.91,0.45,27.2,20.0,4.0,"Holder, 1996",624.0,,,,Pd.91Co.09
2597,SS,Ni0.09Pd0.91,0.45,-8.5,50.0,3.4,"Flanagan, 1995",870.0,,,,Pd.91Ni.09
2598,SS,Ni0.09Pd0.91,0.18,29.4,50.0,6.8,"Holder, 1996",624.0,,,,Pd.91Ni.09
2599,SS,Ni0.09Pd0.91,0.5,-44.3,50.0,0.9,"Flanagan, 1995",870.0,,,,Pd.91Ni.09
2600,SS,Pd0.925Rh0.075,0.7,32.4,30.0,0.3,"Sakamoto, 1994",868.0,,,,Pd.925Rh.075
2601,SS,Pd0.927Ir0.073,0.1,17.0,25.0,0.6,"LaPrade, 1974",469.0,,,,Pd.927Ir.073
2602,SS,Pd0.92Pt0.08,0.4,30.7,80.0,1.8,"Yasumatsu, 1999",1406.0,,,,Pd.92Pt.08
2604,SS,Y0.08Pd0.92,0.5,-35.2,300.0,5.8,"Doyle, 1987",608.0,,,,Pd.92Y.08
2606,SS,Pd0.942Ir0.058,0.4,25.9,25.0,0.35,"LaPrade, 1974",469.0,,,,Pd.942Ir.058
2607,SS,Pd0.946Pb0.054,0.4,-12.5,25.0,0.005,"Allard, 1974",468.0,,,,Pd.946Pb.054
2608,SS,Ce0.053Pd0.947,0.3,-1.2,25.0,0.008,"McFall, 1973",470.0,,,,Pd.947Ce.053
2609,SS,Ti0.048Pd0.952,0.4,27.2,100.0,2.3,"Evans, 1980",462.0,,,,Pd.952Ti.048
2610,SS,Ag0.05Pd0.95,0.66,-4.2,25.0,0.02,"Fazle Kibria, 1999",1416.0,,Deuterium,,Pd.95Ag.05
2611,SS,Ag0.05Pd0.95,0.7,-19.8,25.0,0.004,"Fazle Kibria, 2000",1420.0,,,,Pd.95Ag.05
2612,SS,Bi0.05Pd0.95,0.4,37.8,100.0,0.16,"Sakamoto, 1996",637.0,,,,Pd.95Bi.05
2613,SS,Co0.05Pd0.95,0.15,31.8,50.0,1.8,"Holder, 1996",624.0,,,,Pd.95Co.05
2617,SS,Ti0.95Cr0.05,3.5,-12.5,600.0,0.6,"Ishiyama, 1995",626.0,,,,Ti.95Cr.05
2636,SS,V,3.6,-5.2,40.0,4.8,"Yukawa, 2002",1411.0,,,,V
2637,SS,Ti0.33Mn0.3V0.37,2.6,-15.2,25.0,2.0,"Akiba, 1997",845.0,,,,V.37Ti.33Mn.3
2638,SS,Ti0.3V0.49Ni0.21,1.8,-15.2,60.0,4.0,"Nambu, 2002",1413.0,,,Sloping plateau,V.49Ti.30Ni.21
2639,SS,Ti0.43V0.49Fe0.075,3.9,-39.2,150.0,0.1,"Park, 1999",1401.0,,,,V.49Ti.43Fe.075
2640,SS,Ti0.3V0.55Ni0.15,2.5,-22.5,60.0,0.5,"Nambu, 2002",1413.0,,,,V.55Ti.30Ni.15
2641,SS,Ti0.3V0.61Ni0.09,2.1,-18.5,60.0,0.1,"Nambu, 2002",1413.0,,,Sloping plateau?,V.61Ti.30Ni.09
2643,SS,Zr0.111Ti0.111V0.667Fe0.111,1.65,-45.8,40.0,0.3,"Kuriiwa, 1999",1405.0,,Reversible capacity only?,Heat treated,V.667Zr.111Ti.111Fe.111
2644,SS,Zr0.111Ti0.111Mn0.111V0.667,1.7,-20.5,40.0,0.2,"Kuriiwa, 1999",1405.0,,Reversible capacity only?,"Heat treated, Sloping plateau",V.667Zr.111Ti.111Mn.111
2645,SS,Zr0.111Ti0.111V0.667Ni0.111,1.79,-35.2,40.0,0.6,"Kuriiwa, 1999",1405.0,,Reversible capacity only?,Heat treated,V.667Zr.111Ti.111Ni.111
2646,SS,Ti0.3V0.67Ni0.03,2.6,-12.5,60.0,0.05,"Nambu, 2002",1413.0,,,Sloping plateau?,V.67Ti.30Ni.03
2647,SS,Ti0.33V0.67,3.88,-45.2,450.0,1013.0,"Verbetskii, 1983",455.0,,,,V.67Ti.33
2652,SS,V0.855Cr0.145,2.3,29.7,50.0,50.0,"Lynch, 1978",84.0,,,,V.855Cr.145
2653,SS,Ti0.15V0.85,3.9,-15.2,30.0,0.03,"Kim, 2001",1397.0,,,,V.85Ti.15
2654,SS,Ti0.13V0.87,3.6,-23.5,30.0,0.08,"Kim, 2001",1397.0,,,,V.87Ti.13
2655,SS,Nb0.2V0.8,3.1,-5.8,45.0,2.0,"Wiswall, 1972",318.0,,,,V.8Nb.2
2657,SS,Ti0.2V0.8,3.0,48.1,80.0,2.0,"Ono, 1980",452.0,,,,V.8Ti.2
2658,SS,Ti0.2V0.8,3.4,60.0,110.0,1.8,"Sirotina, 1995",1158.0,,(cal),,V.8Ti.2
2659,SS,V0.96Si0.04,3.1,-9.5,0.0,13.0,"Reilly, 1972",314.0,,,,V.96Si.04
2660,SS,Zr0.02V0.975C0.005,1.9,-48.7,25.0,1.0,"Cantrell, 1999",1402.0,,Reversible capacity only,,V.975Zr.02C.005
2661,SS,Ta0.013V0.983,3.28,-5.2,40.0,5.8,"Reilly, 1972",314.0,,,,V.983Ta.013
2662,SS,V0.991Ni0.009,3.62,-1.25,40.0,6.9,"Reilly, 1972",314.0,,,,V.991Ni.009
2663,SS,Ti0.008V0.992,3.86,-62.5,40.0,4.2,"Reilly, 1972",314.0,,,,V.992Ti.008
2664,SS,V0.995C0.005,2.1,-16.2,25.0,2.6,"Cantrell, 1999",1402.0,,Reversible capacity only,,V.995C.005
2665,SS,V0.99Ag0.01,3.7,-5.2,40.0,4.3,"Yukawa, 2002",1411.0,,,,V.99Ag.01
2666,SS,Al0.01V0.99,3.5,-10.5,40.0,7.2,"Yukawa, 2002",1411.0,,,,V.99Al.01
2667,SS,V0.99Au0.01,3.6,-4.5,40.0,5.1,"Yukawa, 2002",1411.0,,,,V.99Au.01
2668,SS,V0.99B0.01,3.72,0.0,40.0,4.8,"Reilly, 1972",314.0,,,,V.99B.01
2669,SS,V0.99Co0.01,3.4,-15.8,40.0,6.0,"Yukawa, 2002",1411.0,,,,V.99Co.01
2670,SS,V0.99Co0.01,3.69,-17.8,40.0,6.9,"Reilly, 1972",314.0,,,,V.99Co.01
2671,SS,V0.99Cr0.01,3.5,-15.3,40.0,5.0,"Yukawa, 2002",1411.0,,,,V.99Cr.01
2672,SS,V0.99Cu0.01,3.5,-25.3,40.0,4.1,"Yukawa, 2002",1411.0,,,,V.99Cu.01
2673,SS,V0.99Fe0.01,3.5,-15.2,40.0,7.0,"Yukawa, 2002",1411.0,,,,V.99Fe.01
2674,SS,V0.99Ga0.01,3.4,-12.5,40.0,6.2,"Yukawa, 2002",1411.0,,,,V.99Ga.01
2675,SS,Hf0.01V0.99,3.6,-14.8,40.0,2.7,"Yukawa, 2002",1411.0,,,,V.99Hf.01
2676,SS,V0.99In0.01,3.6,0.0,40.0,4.0,"Yukawa, 2002",1411.0,,,,V.99In.01
2677,SS,V0.99Ir0.01,3.4,-2.45,40.0,9.2,"Yukawa, 2002",1411.0,,,,V.99Ir.01
2678,SS,V0.99Mo0.01,3.4,-12.5,40.0,5.8,"Yukawa, 2002",1411.0,,,,V.99Mo.01
2679,SS,V0.99Mo0.01,3.81,-12.5,40.0,8.0,"Reilly, 1972",314.0,,,,V.99Mo.01
2680,SS,Nb0.01V0.99,3.5,-10.5,40.0,4.3,"Yukawa, 2002",1411.0,,,,V.99Nb.01
2681,SS,Nb0.01V0.99,3.69,-6.5,40.0,5.3,"Reilly, 1972",314.0,,,,V.99Nb.01
2682,SS,V0.99Ni0.01,3.6,-1.25,40.0,5.5,"Yukawa, 2002",1411.0,,,,V.99Ni.01
2683,SS,V0.99Os0.01,3.4,-35.2,40.0,11.0,"Yukawa, 2002",1411.0,,,,V.99Os.01
2684,SS,V0.99Pd0.01,3.5,-15.8,40.0,5.8,"Yukawa, 2002",1411.0,,,,V.99Pd.01
2685,SS,V0.99Pt0.01,2.1,-36.2,40.0,9.0,"Yukawa, 2002",1411.0,,,,V.99Pt.01
2686,SS,V0.99Re0.01,3.4,-25.3,40.0,10.0,"Yukawa, 2002",1411.0,,,,V.99Re.01
2687,SS,V0.99Rh0.01,3.4,-15.4,40.0,6.0,"Yukawa, 2002",1411.0,,,,V.99Rh.01
2688,SS,V0.99Ru0.01,3.4,-11.5,40.0,7.4,"Yukawa, 2002",1411.0,,,,V.99Ru.01
2689,SS,V0.99Si0.01,3.3,-15.2,40.0,9.0,"Yukawa, 2002",1411.0,,,,V.99Si.01
2690,SS,V0.99Sn0.01,3.4,-16.2,40.0,4.2,"Yukawa, 2002",1411.0,,,,V.99Sn.01
2691,SS,Ta0.01V0.99,3.5,-10.5,40.0,3.1,"Yukawa, 2002",1411.0,,,,V.99Ta.01
2692,SS,Ti0.01V0.99,3.4,-22.5,40.0,2.8,"Yukawa, 2002",1411.0,,,,V.99Ti.01
2693,SS,V0.99W0.01,3.5,-5.8,40.0,7.8,"Yukawa, 2002",1411.0,,,,V.99W.01
2694,SS,Zr0.01V0.99,3.6,-45.8,40.0,3.0,"Yukawa, 2002",1411.0,,,,V.99Zr.01
2695,SS,Zr0.01V0.99,3.8,-16.5,40.0,3.7,"Reilly, 1972",314.0,,,,V.99Zr.01
2696,SS,Ti0.1V0.9,3.3,-10.5,30.0,0.3,"Kim, 2001",1397.0,,,Sloping plateau,V.9Ti.1
2710,SS,Zr0.924Ti0.052Nb0.024,2.2,-45.8,800.0,0.23,"Sinha, 1976",473.0,,,,Zr.924Nb.024Ti.052
2711,SS,Zr0.927Nb0.024V0.049,2.7,-65.3,800.0,0.2,"Sinha, 1976",473.0,,,,Zr.927Nb.024V.049
2712,SS,Zr0.935Nb0.024Ni0.041,2.6,-36.2,800.0,0.19,"Sinha, 1976",473.0,,,,Zr.935Nb.024Ni.041
2713,SS,Zr0.94V0.06,2.1,-23.5,400.0,2.1,"Trzeciak, 1956",483.0,,,,Zr.94V.06
2716,SS,Zr0.975Nb0.025,2.2,219.0,800.0,0.2,"Sinha, 1970",472.0,,,,Zr.975Nb.025
